run_id,thread_count,io_threads,ssd_threads,query_id,thread_id,query_start_ns,query_end_ns,total_latency_ms,head_latency_ms,ex_latency_ms,io_issue_ms,io_wait_ms,batch_read_total_ms,posting_decode_ms,posting_parse_ms,distance_calc_ms,postings_touched,pages_read,requested_read_bytes,posting_elements_raw,metadata_read_bytes,code_logical_bytes,code_physical_bytes,payload_logical_bytes,payload_physical_bytes,distance_evaluated_count,duplicate_vector_count,coarse_candidate_count_before_dedupe,coarse_candidate_count_after_dedupe,rerank_candidate_count,final_result_count,coarse_candidate_hash,payload_page_hash,final_result_hash,recall,unique_payload_pages,payload_candidates,postings_with_payload,total_payload_page_spans,truth_count,coarse_recall,coarse_recall_after_dedupe,rerank_recall,final_recall,truth_recovered_by_head_result,truth_dropped_per_posting_topr,truth_dropped_global_topr,truth_dropped_rerank_topk,truth_missing_not_observed_in_scanned_posting,truth_missing_not_in_posting_reserved
run_1777697980835,1,4,1,49,0,133155810404889,133155813618475,3.213000,0.446000,2.767000,0.000000,0.000000,1.272077,0.000000,0.000000,0.000000,64,79,323584,2926,0,70224,0,32768,323584,256,0,2926,2340,256,10,12400485722855008121,8149591394973592722,17073709481489599776,1.000000,79,256,51,259,10,9,9,9,10,1,0,0,0,0,0
run_1777697980835,1,4,1,50,0,133155813618557,133155817249345,3.631000,0.393000,3.238000,0.000000,0.000000,1.585289,0.000000,0.000000,0.000000,64,103,421888,3109,0,74616,0,32768,421888,256,0,3109,2621,256,10,9247752389305086182,7395929349923538141,2640654572137673919,1.000000,103,256,57,262,10,9,9,9,10,1,0,0,0,0,0
run_1777697980835,1,4,1,51,0,133155817249511,133155821346328,4.097000,0.376000,3.721000,0.000000,0.000000,1.692848,0.000000,0.000000,0.000000,64,102,417792,4046,0,97104,0,32768,417792,256,0,4046,3124,256,10,11297963134739482822,2588061321501103111,15131222483236882314,1.000000,102,256,53,258,10,8,8,8,10,2,0,0,0,0,0
run_1777697980835,1,4,1,52,0,133155821346390,133155825475962,4.130000,0.430000,3.700000,0.000000,0.000000,1.755019,0.000000,0.000000,0.000000,63,103,421888,3644,0,87456,0,32768,421888,256,0,3644,3126,256,10,2951088963366579489,817058114706755020,6179783950738429786,1.000000,103,256,58,260,10,8,8,8,10,2,0,0,0,0,0
run_1777697980835,1,4,1,53,0,133155825476055,133155829517553,4.041000,0.362000,3.679000,0.000000,0.000000,1.667614,0.000000,0.000000,0.000000,64,99,405504,3857,0,92568,0,32768,405504,256,0,3857,3241,256,10,14408803349679762060,10526500177404210539,1108591396758372311,1.000000,99,256,52,267,10,9,9,9,10,1,0,0,0,0,0
run_1777697980835,1,4,1,54,0,133155829517638,133155831810615,2.293000,0.374000,1.919000,0.000000,0.000000,1.052453,0.000000,0.000000,0.000000,64,64,262144,1521,0,36504,0,32768,262144,256,0,1521,994,256,10,1110729462691840222,14871056743126400075,13010867691837355725,0.800000,64,256,54,257,10,8,8,6,8,2,0,2,0,0,0
run_1777697980835,1,4,1,55,0,133155831810668,133155834706657,2.896000,0.360000,2.536000,0.000000,0.000000,1.359142,0.000000,0.000000,0.000000,64,70,286720,2548,0,61152,0,32768,286720,256,0,2548,1674,256,10,9517453342142776019,13851373472218109805,11148656535127517566,1.000000,70,256,51,258,10,8,8,8,10,2,0,0,0,0,0
run_1777697980835,1,4,1,56,0,133155834706715,133155839012873,4.306000,0.425000,3.881000,0.000000,0.000000,1.703522,0.000000,0.000000,0.000000,64,107,438272,4227,0,101448,0,32768,438272,256,0,4227,3601,256,10,8546537697706491921,9050509065136810365,143504072417592472,1.000000,107,256,54,262,10,6,6,6,10,4,0,0,0,0,0
run_1777697980835,1,4,1,57,0,133155839013269,133155843907775,4.894000,0.460000,4.434000,0.000000,0.000000,1.767599,0.000000,0.000000,0.000000,63,111,454656,5100,0,122400,0,32768,454656,256,0,5100,4345,256,10,2983788355213654250,12159985651307935463,1076081753096504146,1.000000,111,256,56,260,10,10,10,10,10,0,0,0,0,0,0
run_1777697980835,1,4,1,58,0,133155843907825,133155847559496,3.652000,0.383000,3.269000,0.000000,0.000000,1.493632,0.000000,0.000000,0.000000,63,95,389120,3212,0,77088,0,32768,389120,256,0,3212,2697,256,10,17699207113751117162,11331336802289525370,17783191000202186916,1.000000,95,256,57,260,10,9,9,9,10,1,0,0,0,0,0
