sample_start_ns,sample_end_ns,device,sectors_read_delta,read_bytes_delta,read_bandwidth_mbs,io_in_progress,avg_queue_depth,weighted_io_ms_delta
214338341073237,214338444061910,sda,9696,4964352,45.969861,0,7.631907,786
214338444061910,214338547065640,sda,11704,5992448,55.481911,0,8.436588,869
214338547065640,214338650053955,sda,10480,5365760,49.687069,0,6.301686,649
214338650053955,214338754073787,sda,16080,8232960,75.481400,0,12.093848,1258
214338754073787,214338855350140,sda,12504,6402048,60.285235,0,10.693513,1083
214338855350140,214338957046710,sda,8896,4554752,42.712847,0,5.890071,599
214338957046710,214339058977177,sda,13312,6815744,63.768961,0,16.707468,1703
214339058977177,214339160853534,sda,9944,5091328,47.660408,0,7.283339,742
214339160853534,214339263083267,sda,12376,6336512,59.111655,0,14.956510,1529
214339263083267,214339366613025,sda,9680,4956160,45.654144,0,9.166447,949
214339366613025,214339470049313,sda,11656,5967872,55.023303,0,10.566891,1093
214339470049313,214339573050769,sda,8200,4198400,38.872327,0,5.883412,606
214339573050769,214339676092891,sda,9512,4870144,45.074103,0,5.551128,572
214339676092891,214339779433836,sda,13056,6684672,61.689004,0,11.137889,1151
214339779433836,214339884070914,sda,8368,4284416,39.048658,0,5.246706,549
214339884070914,214339991068875,sda,10976,5619712,50.088571,0,7.159015,766
214339991068875,214340094153124,sda,8528,4366336,40.394750,0,5.374245,554
214340094153124,214340197052106,sda,12192,6242304,57.854071,0,10.019535,1031
214340197052106,214340300066345,sda,13768,7049216,65.259486,0,9.649152,994
214340300066345,214340403087362,sda,7248,3710976,34.352820,0,6.629715,683
214340403087362,214340506053436,sda,15664,8019968,74.281141,0,16.665683,1716
214340506053436,214340609065593,sda,12912,6610944,61.203334,0,9.659054,995
214340609065593,214340712049866,sda,14768,7561216,70.019793,0,14.332285,1476
214340712049866,214340814066566,sda,10896,5578752,52.151388,0,7.283121,743
214340814066566,214340917058117,sda,14064,7200768,66.677193,0,10.457168,1077
214340917058117,214341020073114,sda,11024,5644288,52.252707,0,8.610397,887
214341020073114,214341123078827,sda,12432,6365184,58.931804,0,10.106236,1041
214341123078827,214341226067254,sda,16192,8290304,76.768334,0,11.001236,1133
214341226067254,214341329071650,sda,12400,6348800,58.780865,0,9.659782,995
214341329071650,214341433066408,sda,9888,5062656,46.426619,0,6.673413,694
214341433066408,214341538060674,sda,10696,5476352,49.742300,0,6.267009,658
214341538060674,214341640067278,sda,12080,6184960,57.824075,0,9.175876,936
214341640067278,214341743075785,sda,14160,7249920,67.121277,0,16.221961,1671
214341743075785,214341858834695,sda,12504,6402048,52.742970,0,6.902276,799
214341858834695,214341975484793,sda,10656,5455872,44.604549,0,6.103724,712
214341975484793,214342085890697,sda,14240,7290880,62.977837,0,9.990408,1103
214342085890697,214342189122002,sda,7352,3764224,34.774759,0,5.705634,589
214342189122002,214342291651635,sda,13032,6672384,62.062850,0,11.060217,1134
214342291651635,214342394121414,sda,10704,5480448,51.005892,0,8.470790,868
214342394121414,214342497078658,sda,14696,7524352,69.696711,0,11.053132,1138
214342497078658,214342600051721,sda,12152,6221824,57.622776,0,11.498153,1184
214342600051721,214342702051334,sda,16544,8470528,79.197604,0,17.323595,1767
214342702051334,214342812096947,sda,7184,3678208,31.875987,0,6.333737,697
214342812096947,214342914071558,sda,18776,9613312,89.904425,0,19.200858,1958
214342914071558,214343016066876,sda,7288,3731456,34.889776,0,4.176662,426
214343016066876,214343119072764,sda,16824,8613888,79.751206,0,17.367939,1789
214343119072764,214343222069577,sda,13104,6709248,62.122675,0,8.301228,855
214343222069577,214343325073785,sda,11280,5775360,53.471723,0,8.028798,827
214343325073785,214343430805401,sda,16848,8626176,77.806079,0,15.766334,1667
214343430805401,214343533050331,sda,10456,5353472,49.933711,0,9.174049,938
214343533050331,214343635066405,sda,12672,6488064,60.652207,0,10.223879,1043
214343635066405,214343739071225,sda,15752,8065024,73.952402,0,12.210973,1270
214343739071225,214343842071473,sda,12136,6213632,57.531718,0,8.572795,883
214343842071473,214343945261912,sda,11728,6004736,55.495088,0,9.128753,942
214343945261912,214344048057027,sda,12040,6164480,57.190522,0,8.006217,823
214344048057027,214344151081584,sda,15512,7942144,73.518576,0,12.239800,1261
214344151081584,214344257661645,sda,10824,5541888,49.588602,0,7.337207,782
214344257661645,214344370928922,sda,18112,9273344,78.078596,0,18.248872,2067
214344370928922,214344474828552,sda,10152,5197824,47.709807,0,6.891266,716
214344474828552,214344578076901,sda,10784,5521408,50.999605,0,8.368173,864
214344578076901,214344681069952,sda,10344,5296128,49.040020,0,6.456746,665
214344681069952,214344784075157,sda,11336,5804032,53.736666,0,9.737372,1003
214344784075157,214344911057275,sda,19368,9916416,74.475299,0,12.797077,1625
214344911057275,214345015142543,sda,4744,2428928,22.254891,0,4.553959,474
214345015142543,214345117962930,sda,13160,6737920,62.495206,0,13.207497,1358
214345117962930,214345226929442,sda,11840,6062080,53.055291,0,7.892333,860
214345226929442,214345329066607,sda,11480,5877760,54.881773,0,7.979466,815
214345329066607,214345431253001,sda,10016,5128192,47.859845,0,7.682040,785
214345431253001,214345533054656,sda,11984,6135808,57.480033,0,8.270985,842
214345533054656,214345636071171,sda,10704,5480448,50.735190,0,9.105336,938
214345636071171,214345738059124,sda,12304,6299648,58.907080,0,10.805198,1102
214345738059124,214345841091438,sda,9008,4612096,42.689884,0,5.939884,612
214345841091438,214345943071089,sda,12696,6500352,60.788782,0,10.266754,1047
214345943071089,214346045064992,sda,10392,5320704,49.750216,0,9.206433,939
214346045064992,214346148064857,sda,15712,8044544,74.484321,0,13.291280,1369
214346148064857,214346251063520,sda,7600,3891200,36.028987,0,6.844749,705
214346251063520,214346354069970,sda,17232,8822784,81.684812,0,15.173807,1563
214346354069970,214346458124794,sda,8248,4222976,38.704056,0,6.756054,703
214346458124794,214346559949842,sda,13904,7118848,66.673796,0,16.714944,1702
214346559949842,214346663078104,sda,9488,4857856,44.922821,0,8.552457,882
214346663078104,214346770144267,sda,11816,6049792,53.887532,0,8.153837,873
214346770144267,214346872600893,sda,13016,6664192,62.030822,0,13.186068,1351
214346872600893,214346976065944,sda,8416,4308992,39.717518,0,5.480111,567
214346976065944,214347085079917,sda,10616,5435392,47.549810,0,7.595357,828
214347085079917,214347186763670,sda,10208,5226496,49.018401,0,10.031101,1020
214347186763670,214347289104636,sda,8736,4472832,41.680523,0,6.214520,636
214347289104636,214347392052310,sda,10968,5615616,52.021270,0,7.712656,794
214347392052310,214347495081820,sda,14488,7417856,68.662063,0,10.909496,1124
214347495081820,214347598061410,sda,13360,6840320,63.346897,0,9.040626,931
214347598061410,214347701063597,sda,17232,8822784,81.688193,0,15.980243,1646
214347701063597,214347804074087,sda,11424,5849088,54.151038,0,10.202844,1051
214347804074087,214347907077119,sda,15896,8138752,75.354275,0,12.941367,1333
214347907077119,214348009926943,sda,11704,5992448,55.564935,0,7.797777,802
214348009926943,214348112116940,sda,10400,5324800,49.692975,0,8.699482,889
214348112116940,214348215069687,sda,15432,7901184,73.190434,0,10.665087,1098
214348215069687,214348318455318,sda,9144,4681728,43.186308,0,6.200088,641
214348318455318,214348421081729,sda,17264,8839168,82.139553,0,18.864540,1936
214348421081729,214348523515646,sda,10312,5279744,49.155167,0,6.413891,657
214348523515646,214348627063098,sda,18000,9216000,84.879563,0,18.745029,1941
214348627063098,214348733406455,sda,9072,4644864,41.654577,0,6.234522,663
214348733406455,214348836058800,sda,17184,8798208,81.738269,0,12.878420,1322
214348836058800,214348939084830,sda,8064,4128768,38.218497,0,7.570902,780
214348939084830,214349041990405,sda,14032,7184384,66.581062,0,9.853694,1014
214349041990405,214349146070267,sda,16456,8425472,77.201834,0,17.688340,1841
214349146070267,214349248472248,sda,14064,7200768,67.061081,0,9.618955,985
214349248472248,214349351076044,sda,15144,7753728,72.068788,0,14.843505,1523
214349351076044,214349453613452,sda,10632,5443584,50.629388,0,6.417170,658
214349453613452,214349557573050,sda,11480,5877760,53.919685,0,7.714535,802
214349557573050,214349665201466,sda,12784,6545408,57.997578,0,9.597837,1033
214349665201466,214349768354652,sda,11672,5976064,55.250051,0,10.654058,1099
214349768354652,214349873085843,sda,13248,6782976,61.765267,0,13.119301,1374
214349873085843,214349976043614,sda,7992,4091904,37.902372,0,4.807796,495
214349976043614,214350082327458,sda,13184,6750208,60.568942,0,11.102346,1180
214350082327458,214350185044296,sda,13072,6692864,62.139885,0,12.889805,1324
214350185044296,214350288078739,sda,10480,5365760,49.664824,0,6.153282,634
214350288078739,214350390897004,sda,11664,5971968,55.392031,0,10.309452,1060
214350390897004,214350496065790,sda,15712,8044544,72.948213,0,18.693760,1966
214350496065790,214350598069966,sda,13232,6774784,63.339931,0,8.244760,841
214350598069966,214350701060095,sda,14136,7237632,67.019469,0,12.758504,1314
214350701060095,214350810178689,sda,14416,7380992,64.508369,0,11.015538,1202
214350810178689,214350913075308,sda,12544,6422528,59.525765,0,10.612594,1092
214350913075308,214351021071013,sda,9024,4620288,40.800234,0,6.111354,660
214351021071013,214351130330933,sda,12568,6434816,56.166239,0,10.250785,1120
214351130330933,214351237089449,sda,10600,5427200,48.481203,0,7.587217,810
214351237089449,214351339516717,sda,13752,7041024,65.557189,0,8.942931,916
214351339516717,214351446073949,sda,7240,3706880,33.176127,0,5.133392,547
214351446073949,214351554080811,sda,16112,8249344,72.839701,0,14.332423,1548
214351554080811,214351657067002,sda,6928,3547136,32.847244,0,4.408358,454
214351657067002,214351763074675,sda,10160,5201920,46.797910,0,7.018360,744
214351763074675,214351872378913,sda,8352,4276224,37.309853,0,8.169857,893
214351872378913,214351977378128,sda,8256,4227072,38.393144,0,5.609566,589
214351977378128,214352081884232,sda,9344,4784128,43.657737,0,6.583348,688
214352081884232,214352187045143,sda,8240,4218880,38.259820,0,7.464751,785
214352187045143,214352292892690,sda,5560,2846720,25.648622,0,4.223055,447
214352292892690,214352395099153,sda,12920,6615040,61.724020,0,10.811449,1105
214352395099153,214352498702767,sda,7488,3833856,35.290757,0,5.887825,610
214352498702767,214352604484141,sda,11928,6107136,55.059020,0,10.644596,1126
214352604484141,214352706069318,sda,9080,4648960,43.644101,0,5.512615,560
214352706069318,214352808055482,sda,10632,5443584,50.903045,0,11.550586,1178
214352808055482,214352910061933,sda,7928,4059136,37.949499,0,6.832901,697
214352910061933,214353011240283,sda,12152,6221824,58.644895,0,16.663644,1686
214353011240283,214353114049064,sda,13584,6955008,64.516012,0,10.349311,1064
214353114049064,214353217072682,sda,5560,2846720,26.351664,0,4.280572,441
214353217072682,214353328065807,sda,15792,8085504,69.472208,0,11.406112,1266
214353328065807,214353431080636,sda,11128,5697536,52.745744,0,11.415832,1176
214353431080636,214353534062710,sda,8208,4202496,38.917574,0,7.535292,776
214353534062710,214353637078572,sda,12448,6373376,59.001836,0,10.571188,1089
214353637078572,214353740075072,sda,11712,5996544,55.523731,0,9.010015,928
214353740075072,214353842782361,sda,8768,4489216,41.683994,0,6.971268,716
214353842782361,214353945086254,sda,8712,4460544,41.581079,0,6.959657,712
214353945086254,214354048076630,sda,13816,7073792,65.502176,0,11.039866,1137
214354048076630,214354151062209,sda,10752,5505024,50.978011,0,6.816488,702
214354151062209,214354255076344,sda,13200,6758400,61.965737,0,11.940685,1242
214354255076344,214354363108451,sda,10208,5226496,46.137904,0,7.340410,793
214354363108451,214354469084919,sda,14456,7401472,66.605293,0,9.888988,1048
214354469084919,214354572078462,sda,9264,4743168,43.919622,0,5.563456,573
214354572078462,214354679413943,sda,15528,7950336,70.638629,0,15.213981,1633
214354679413943,214354783082580,sda,6272,3211264,29.541239,0,5.517580,572
214354783082580,214354888068828,sda,12144,6217728,56.480612,0,8.039148,844
214354888068828,214354991679546,sda,15000,7680000,70.689779,0,15.857433,1643
214354991679546,214355095067565,sda,11096,5681152,52.404222,0,8.260145,854
214355095067565,214355196711898,sda,7536,3858432,36.201600,0,7.240935,736
214355196711898,214355303519454,sda,6544,3350528,29.916540,0,3.997844,427
214355303519454,214355407071545,sda,9088,4653056,42.852829,0,7.909063,819
214355407071545,214355510073640,sda,7496,3837952,35.534775,0,5.592119,576
214355510073640,214355613091333,sda,15576,7974912,73.826821,0,17.200929,1772
214355613091333,214355716082443,sda,10368,5308416,49.154728,0,8.010400,825
214355716082443,214355819068181,sda,12544,6422528,59.474255,0,8.476902,873
214355819068181,214355921049049,sda,9464,4845568,45.313340,0,11.688467,1192
214355921049049,214356023109527,sda,15352,7860224,73.447567,0,12.365217,1262
214356023109527,214356126504793,sda,11784,6033408,55.649610,0,11.044993,1142
214356126504793,214356229076937,sda,15112,7737344,71.938696,0,14.341126,1471
214356229076937,214356333058663,sda,9496,4861952,44.591669,0,5.751011,598
214356333058663,214356436082227,sda,11720,6000640,55.547062,0,11.443984,1179
214356436082227,214356539069873,sda,6880,3522560,32.619204,0,4.563654,470
214356539069873,214356642085224,sda,13864,7098368,65.713810,0,14.211474,1464
214356642085224,214356746072158,sda,11736,6008832,55.107584,0,7.933689,825
214356746072158,214356849071990,sda,8400,4300800,39.821060,0,6.233020,642
214356849071990,214356953088788,sda,12000,6144000,56.331046,0,8.306351,864
214356953088788,214357056060393,sda,8432,4317184,39.983717,0,5.778292,595
