sample_start_ns,sample_end_ns,device,sectors_read_delta,read_bytes_delta,read_bandwidth_mbs,io_in_progress,avg_queue_depth,weighted_io_ms_delta
213389479486480,213389580027680,sda,12576,6438912,61.075708,0,6.912589,695
213389580027680,213389680590212,sda,12608,6455296,61.218128,0,6.911123,695
213389680590212,213389781131556,sda,11856,6070272,57.578925,0,6.126833,616
213389781131556,213389881668617,sda,12208,6250496,59.290946,0,8.782831,883
213389881668617,213389982312898,sda,9392,4808704,45.565803,0,6.657110,670
213389982312898,213390083029555,sda,11600,5939200,56.237594,0,7.595566,765
213390083029555,213390183537006,sda,9976,5107712,48.465001,0,6.218444,625
213390183537006,213390284182187,sda,13144,6729728,63.768267,0,7.223396,727
213390284182187,213390384759124,sda,9720,4976640,47.188688,0,7.198469,724
213390384759124,213390485379986,sda,13240,6778880,64.249537,0,7.404031,745
213390485379986,213390586116370,sda,13160,6737920,63.788087,0,7.911739,797
213390586116370,213390686696971,sda,12072,6180864,58.605051,0,7.625725,767
213390686696971,213390787303295,sda,13096,6705152,63.559933,0,9.522264,958
213390787303295,213390887893042,sda,11512,5894144,55.881379,0,8.470048,852
213390887893042,213390988535748,sda,10608,5431296,51.466099,0,6.110726,615
213390988535748,213391089137830,sda,13872,7102464,67.328999,0,7.325892,737
213391089137830,213391189697964,sda,15784,8081408,76.641020,0,8.750983,880
213391189697964,213391290365154,sda,14568,7458816,70.661367,0,8.254924,831
213391290365154,213391391057225,sda,12176,6234112,59.044495,0,6.922094,697
213391391057225,213391491562156,sda,13448,6885376,65.334170,0,8.248352,829
213391491562156,213391592194670,sda,10096,5169152,48.987025,0,6.449208,649
213391592194670,213391692799039,sda,12344,6320128,59.911352,0,7.017588,706
213391692799039,213391793338080,sda,10152,5197824,49.304541,0,6.186651,622
213391793338080,213391893880483,sda,12232,6262784,59.404352,0,7.171104,721
213391893880483,213391994571078,sda,11384,5828608,55.204697,0,6.435556,648
213391994571078,213392095260211,sda,12880,6594560,62.460191,0,7.448669,750
213392095260211,213392195962985,sda,11136,5701632,53.995533,0,6.712824,676
213392195962985,213392296722300,sda,12760,6533120,61.835164,0,8.684061,875
213392296722300,213392397274421,sda,11296,5783552,54.853393,0,7.399148,744
213392397274421,213392497879090,sda,12384,6340608,60.105312,0,7.017567,706
213392497879090,213392598525351,sda,11048,5656576,53.598924,0,6.845759,689
213392598525351,213392699053533,sda,13632,6979584,66.212776,0,7.500384,754
213392699053533,213392799452346,sda,13752,7041024,66.881705,0,7.679374,771
213392799452346,213392900020662,sda,9976,5107712,48.435670,0,7.149369,719
213392900020662,213393000545759,sda,12120,6205440,58.870560,0,8.435704,848
213393000545759,213393101188043,sda,14712,7532544,71.377491,0,8.187414,824
213393101188043,213393201750033,sda,11760,6021120,57.100973,0,7.149819,719
213393201750033,213393302382112,sda,13280,6799360,64.436461,0,7.552264,760
213393302382112,213393402861226,sda,13176,6746112,64.029165,0,8.797848,884
213393402861226,213393503405655,sda,12096,6193152,58.742688,0,7.986519,803
213393503405655,213393603986220,sda,12192,6242304,59.187627,0,8.689552,874
213393603986220,213393704717992,sda,12200,6246400,59.137560,0,7.177477,723
213393704717992,213393805353081,sda,12328,6311936,59.815431,0,7.293679,734
213393805353081,213393905734728,sda,13672,7000064,66.504002,0,10.589585,1063
213393905734728,213394006286018,sda,12944,6627328,62.856603,0,8.334055,838
213394006286018,213394106798582,sda,13592,6959104,66.028748,0,8.755124,880
213394106798582,213394207391098,sda,12488,6393856,60.617395,0,7.366353,741
213394207391098,213394307952837,sda,14824,7589888,71.978481,0,8.303357,835
213394307952837,213394408559801,sda,14784,7569408,71.751991,0,8.130650,818
213394408559801,213394509181098,sda,12736,6520832,61.803517,0,7.085975,713
213394509181098,213394609765212,sda,11184,5726208,54.292246,0,6.173937,621
213394609765212,213394710392988,sda,13984,7159808,67.855271,0,7.433335,748
213394710392988,213394811186720,sda,12408,6352896,60.108834,0,6.329759,638
213394811186720,213394911823456,sda,13072,6692864,63.424280,0,7.939447,799
213394911823456,213395012703528,sda,9400,4812800,45.498022,0,5.243850,529
213395012703528,213395113325164,sda,12728,6516736,61.764487,0,7.085951,713
213395113325164,213395213913295,sda,12312,6303744,59.765687,0,6.780124,682
213395213913295,213395314445167,sda,12288,6291456,59.682565,0,6.913230,695
213395314445167,213395415085300,sda,11872,6078464,57.600033,0,6.806430,685
213395415085300,213395515574945,sda,10488,5369856,50.961408,0,6.199644,623
213395515574945,213395616177245,sda,12624,6463488,61.271586,0,10.248275,1031
213395616177245,213395716754111,sda,15464,7917568,75.074732,0,9.008036,906
213395716754111,213395817224209,sda,12336,6316032,59.952539,0,7.265843,730
213395817224209,213395917765798,sda,14368,7356416,69.778338,0,8.921681,897
213395917765798,213396018317757,sda,12512,6406144,60.758389,0,6.703002,674
213396018317757,213396118771956,sda,12704,6504448,61.750779,0,7.864281,790
213396118771956,213396219157934,sda,16256,8323072,79.069808,0,9.533204,957
213396219157934,213396319703430,sda,13848,7090176,67.250340,0,8.115729,816
213396319703430,213396420281491,sda,13016,6664192,63.189414,0,8.401435,845
213396420281491,213396520872752,sda,13688,7008256,66.443085,0,7.465857,751
213396520872752,213396621782525,sda,11400,5836800,55.162212,0,6.530586,659
213396621782525,213396722454706,sda,12352,6324224,59.909798,0,6.555932,660
213396722454706,213396822989340,sda,12048,6168576,58.515282,0,6.823519,686
213396822989340,213396923543525,sda,11464,5869568,55.668058,0,6.543736,658
213396923543525,213397024127839,sda,12640,6471680,61.360214,0,7.207883,725
213397024127839,213397124649337,sda,11456,5865472,55.647300,0,7.471039,751
213397124649337,213397225123498,sda,11696,5988352,56.839863,0,8.270783,831
213397225123498,213397325697865,sda,10472,5361664,50.840800,0,6.482765,652
213397325697865,213397426295880,sda,11792,6037504,57.235846,0,8.360006,841
213397426295880,213397526952693,sda,12464,6381568,60.462251,0,6.894715,694
213397526952693,213397627585596,sda,12376,6336512,60.049632,0,7.035472,708
213397627585596,213397728092193,sda,14680,7516160,71.318391,0,9.054132,910
213397728092193,213397828651897,sda,13416,6868992,65.143203,0,7.448312,749
213397828651897,213397929181634,sda,15312,7839744,74.371651,0,9.121679,917
213397929181634,213398029731509,sda,14856,7606272,72.142370,0,9.010454,906
213398029731509,213398130263228,sda,13600,6963200,66.055023,0,7.579697,762
213398130263228,213398230886296,sda,14320,7331840,69.488912,0,8.208853,826
213398230886296,213398331258232,sda,12288,6291456,59.777665,0,7.611689,764
213398331258232,213398431642752,sda,13096,6705152,63.700372,0,8.308054,834
