sample_start_ns,sample_end_ns,device,sectors_read_delta,read_bytes_delta,read_bandwidth_mbs,io_in_progress,avg_queue_depth,weighted_io_ms_delta
266070003676279,266070104413764,sda,3800,1945600,18.418851,0,1.002606,101
266070104413764,266070205098263,sda,3144,1609728,15.247196,0,0.893881,90
266070205098263,266070306695845,sda,3432,1757184,16.494302,0,0.866162,88
266070306695845,266070407319228,sda,3504,1794048,17.003379,0,0.924238,93
266070407319228,266070508400605,sda,2880,1474560,13.912058,0,0.761762,77
266070508400605,266070609577220,sda,3944,2019328,19.033857,0,1.018022,103
266070609577220,266070710440345,sda,4576,2342912,22.152546,0,1.140159,115
266070710440345,266070811120500,sda,4904,2510848,23.783548,0,1.082636,109
266070811120500,266070912111831,sda,4000,2048000,19.339531,0,1.000086,101
266070912111831,266071012705687,sda,4664,2387968,22.638994,0,1.143211,115
266071012705687,266071113996418,sda,3008,1540096,14.500340,0,0.710825,72
266071113996418,266071219448194,sda,1448,741376,6.704783,0,1.223308,129
266071219448194,266071320106813,sda,4608,2359296,22.352780,0,1.529924,154
266071320106813,266071420688229,sda,5464,2797568,26.525464,0,1.302427,131
266071420688229,266071521325219,sda,4824,2469888,23.405596,0,1.252025,126
266071521325219,266071621972690,sda,3576,1830912,17.348610,0,0.894210,90
266071621972690,266071722699323,sda,2288,1171456,11.091282,0,0.615527,62
266071722699323,266071823937118,sda,2368,1212416,11.421130,0,0.602542,61
266071823937118,266071924837257,sda,2456,1257472,11.885204,0,0.792863,80
266071924837257,266072025697721,sda,2504,1282048,12.122255,0,0.584967,59
266072025697721,266072126511871,sda,2080,1064960,10.074231,0,0.565397,57
266072126511871,266072227392754,sda,2464,1261568,11.926194,0,0.584848,59
266072227392754,266072328565321,sda,2536,1298432,12.239299,0,0.622698,63
266072328565321,266072429596765,sda,2240,1146880,10.825838,0,0.613670,62
266072429596765,266072530287896,sda,4856,2486272,23.548189,0,1.231489,124
266072530287896,266072630924028,sda,3632,1859584,17.622274,0,0.894311,90
266072630924028,266072731579611,sda,3856,1974272,18.705495,0,0.933878,94
266072731579611,266072832296540,sda,4040,2068480,19.586144,0,0.923380,93
266072832296540,266072932788275,sda,4672,2392064,22.700872,0,1.104568,111
266072932788275,266073033430851,sda,3928,2011136,19.057230,0,1.023424,103
266073033430851,266073134051561,sda,4200,2150400,20.381304,0,0.944140,95
266073134051561,266073234599189,sda,4360,2232320,21.173113,0,1.044281,105
266073234599189,266073335901728,sda,1744,892928,8.406132,0,0.463957,47
266073335901728,266073436885458,sda,2032,1040384,9.825221,0,0.594155,60
266073436885458,266073537880414,sda,2072,1060864,10.017518,0,0.534680,54
266073537880414,266073638679589,sda,2240,1146880,10.850783,0,0.615084,62
266073638679589,266073739589002,sda,4024,2060288,19.471362,0,1.030627,104
266073739589002,266073840425265,sda,3768,1929216,18.245854,0,0.902453,91
266073840425265,266073941088606,sda,3392,1736704,16.453358,0,0.844399,85
266073941088606,266074041681171,sda,2904,1486848,14.096159,0,0.755523,76
266074041681171,266074142340488,sda,3536,1810432,17.152535,0,0.864302,87
266074142340488,266074243281176,sda,3496,1789952,16.911231,0,0.921333,93
266074243281176,266074344146661,sda,4128,2113536,19.983298,0,0.951763,96
266074344146661,266074444652539,sda,4592,2351104,22.309019,0,1.104413,111
266074444652539,266074545391764,sda,3872,1982464,18.767516,0,1.121708,113
266074545391764,266074646185097,sda,4768,2441216,23.098006,0,1.438587,145
266074646185097,266074746837077,sda,4952,2535424,24.023062,0,1.152486,116
266074746837077,266074847642270,sda,3592,1839104,17.398967,0,1.041613,105
266074847642270,266074948177912,sda,4728,2420736,22.962938,0,1.332861,134
266074948177912,266075048927842,sda,4328,2215936,20.975511,0,1.042184,105
266075048927842,266075149871448,sda,4120,2109440,19.929135,0,1.109530,112
266075149871448,266075250611684,sda,5336,2732032,25.863238,0,1.369860,138
266075250611684,266075351233249,sda,3528,1806336,17.120150,0,0.983885,99
266075351233249,266075452076918,sda,4664,2387968,22.582912,0,1.170128,118
266075452076918,266075552692634,sda,5608,2871296,27.215244,0,1.301983,131
266075552692634,266075653306227,sda,3808,1949696,18.480356,0,1.212560,122
266075653306227,266075754462631,sda,4680,2396160,22.590327,0,1.561938,158
266075754462631,266075855068432,sda,3512,1798144,17.045178,0,0.964159,97
266075855068432,266075955688099,sda,5296,2711552,25.700120,0,1.103164,111
266075955688099,266076056618357,sda,4992,2555904,24.150340,0,1.159216,117
266076056618357,266076157245351,sda,4664,2387968,22.631539,0,1.132897,114
266076157245351,266076257832130,sda,4016,2056192,19.494983,0,0.984225,99
266076257832130,266076358368739,sda,3552,1818624,17.251179,0,1.064289,107
266076358368739,266076458944004,sda,5832,2985984,28.313684,0,1.352221,136
266076458944004,266076559814340,sda,5272,2699264,25.520077,0,1.219387,123
266076559814340,266076660789954,sda,5160,2641920,24.951878,0,1.208213,122
266076660789954,266076761379189,sda,3616,1851392,17.552823,0,0.984201,99
266076761379189,266076861948117,sda,5368,2748416,26.062660,0,1.282702,129
266076861948117,266076962500191,sda,4448,2277376,21.599505,0,1.034290,104
266076962500191,266077063176113,sda,4072,2084864,19.749322,0,0.993286,100
266077063176113,266077163786113,sda,3440,1761280,16.695035,0,0.884604,89
266077163786113,266077264479776,sda,3944,2019328,19.125148,0,1.042767,105
266077264479776,266077365105379,sda,4632,2371584,22.476573,0,1.252166,126
266077365105379,266077465992192,sda,3896,1994752,18.856218,0,0.882177,89
266077465992192,266077566577619,sda,4536,2322432,22.019529,0,1.242725,125
266077566577619,266077667171919,sda,4536,2322432,22.017587,0,1.103442,111
266077667171919,266077767767936,sda,4592,2351104,22.289029,0,1.063660,107
266077767767936,266077868431337,sda,4168,2134016,20.217440,0,1.062948,107
266077868431337,266077968999065,sda,4912,2514944,23.848978,0,1.233000,124
266077968999065,266078069653926,sda,3944,2019328,19.132521,0,1.192193,120
266078069653926,266078170014748,sda,3624,1855488,17.631693,0,1.295326,130
266078170014748,266078270397433,sda,4288,2195456,20.857681,0,1.305006,131
266078270397433,266078371277430,sda,3112,1593344,15.062761,0,0.902062,91
266078371277430,266078471939325,sda,3672,1880064,17.811792,0,0.933819,94
266078471939325,266078572889879,sda,4576,2342912,22.133360,0,0.950961,96
266078572889879,266078673457826,sda,4864,2490368,23.615874,0,1.103731,111
266078673457826,266078774340263,sda,4008,2052096,19.399127,0,0.971428,98
266078774340263,266078875302244,sda,5016,2568192,24.258822,0,1.188566,120
266078875302244,266078975913892,sda,3912,2002944,18.985438,0,1.093313,110
266078975913892,266079076644892,sda,3736,1912832,18.109805,0,0.883541,89
266079076644892,266079177384980,sda,4560,2334720,22.102050,0,1.131625,114
266079177384980,266079277892757,sda,4352,2228224,21.142643,0,1.094443,110
266079277892757,266079378488288,sda,5352,2740224,25.978105,0,1.322126,133
266079378488288,266079479863579,sda,4552,2330624,21.925030,0,1.045620,106
266079479863579,266079580536744,sda,4184,2142208,20.293082,0,0.983380,99
266079580536744,266079681036281,sda,4784,2449408,23.243266,0,1.174135,118
266079681036281,266079781708753,sda,4776,2445312,23.164537,0,1.122452,113
266079781708753,266079882627361,sda,3304,1691648,15.985964,0,1.119714,113
266079882627361,266079983330082,sda,3280,1679360,15.903865,0,1.151905,116
266079983330082,266080084414742,sda,4360,2232320,21.060626,0,1.286051,130
266080084414742,266080185138941,sda,3528,1806336,17.102705,0,1.111947,112
266080185138941,266080285718550,sda,4720,2416640,22.914063,0,1.302451,131
266080285718550,266080386553159,sda,4704,2408448,22.778637,0,1.318992,133
266080386553159,266080487158574,sda,3712,1900544,18.015929,0,1.083441,109
266080487158574,266080587510707,sda,4016,2056192,19.540566,0,1.155930,116
266080587510707,266080688063913,sda,4264,2183168,20.705767,0,1.451968,146
266080688063913,266080788575156,sda,4312,2207744,20.947594,0,1.144151,115
266080788575156,266080889153846,sda,4072,2084864,19.768415,0,1.123498,113
266080889153846,266080989714875,sda,3880,1986560,18.839617,0,0.994421,100
266080989714875,266081090281985,sda,3576,1830912,17.362473,0,1.193233,120
266081090281985,266081191173194,sda,4816,2465792,23.307903,0,1.149753,116
266081191173194,266081291998046,sda,4416,2260992,21.386096,0,1.071164,108
266081291998046,266081392604978,sda,3984,2039808,19.335770,0,1.033726,104
266081392604978,266081493499570,sda,3744,1916928,18.119157,0,0.941577,95
266081493499570,266081594033874,sda,4456,2281472,21.642177,0,1.084207,109
266081594033874,266081694661529,sda,4536,2322432,22.010289,0,1.013638,102
266081694661529,266081795178378,sda,3768,1929216,18.303834,0,1.024704,103
266081795178378,266081895769887,sda,4408,2256896,21.396873,0,1.103473,111
266081895769887,266081996368889,sda,3472,1777664,16.852180,0,0.904582,91
266081996368889,266082097012634,sda,3456,1769472,16.767063,0,0.953860,96
266082097012634,266082197666912,sda,4504,2306048,21.849233,0,1.361095,137
266082197666912,266082298212206,sda,3464,1773568,16.822331,0,1.004522,101
266082298212206,266082398710825,sda,4600,2355200,22.349499,0,1.174145,118
266082398710825,266082499322322,sda,4216,2158592,20.460820,0,1.172828,118
266082499322322,266082599907834,sda,3720,1904640,18.058329,0,1.063771,107
266082599907834,266082700861863,sda,3040,1556480,14.703475,0,0.832062,84
266082700861863,266082801472908,sda,4520,2314240,21.936272,0,1.292105,130
266082801472908,266082902106339,sda,3440,1761280,16.691148,0,1.162636,117
266082902106339,266083002986730,sda,3224,1650688,15.604804,0,0.872320,88
266083002986730,266083103608115,sda,4248,2174976,20.614095,0,1.182651,119
266083103608115,266083204219713,sda,3664,1875968,17.781871,0,1.113192,112
