timestamp,elapsed_time,stage,cpu_percent,mem_rss_mb,mem_vsz_mb,process_status,threads,disk_read_bytes,disk_write_bytes,disk_read_rate_mbs,disk_write_rate_mbs
2026-04-13T18:45:22+08:00,0.5,Unknown,100.00,399.38,500.25,S,1,0,0,0.00,0.00
2026-04-13T18:45:23+08:00,1.6,BuildHead,270.00,504.18,813.37,S,3,0,0,0.00,0.00
2026-04-13T18:45:24+08:00,2.7,BuildHead,232.00,504.20,973.67,S,3,0,0,0.00,0.00
2026-04-13T18:45:25+08:00,3.7,BuildHead,214.00,504.36,869.62,S,2,0,0,0.00,0.00
2026-04-13T18:45:26+08:00,4.8,BuildHead,204.00,504.33,1021.88,S,3,0,0,0.00,0.00
2026-04-13T18:45:27+08:00,5.9,BuildHead,198.00,504.46,965.85,S,3,0,0,0.00,0.00
2026-04-13T18:45:28+08:00,6.9,BuildHead,193.00,504.63,893.82,S,2,0,0,0.00,0.00
2026-04-13T18:45:29+08:00,8.0,BuildHead,191.00,504.51,966.23,S,2,0,0,0.00,0.00
2026-04-13T18:45:30+08:00,9.1,BuildHead,189.00,504.72,910.20,S,4,0,0,0.00,0.00
2026-04-13T18:45:31+08:00,10.1,BuildHead,187.00,504.84,950.22,S,3,0,0,0.00,0.00
2026-04-13T18:45:32+08:00,11.2,BuildHead,185.00,504.89,902.20,S,2,0,0,0.00,0.00
2026-04-13T18:45:33+08:00,12.3,BuildHead,184.00,504.80,990.24,S,5,0,0,0.00,0.00
2026-04-13T18:45:35+08:00,13.3,BuildHead,183.00,505.04,894.19,S,3,0,0,0.00,0.00
2026-04-13T18:45:36+08:00,14.4,BuildHead,182.00,504.98,974.98,S,3,0,0,0.00,0.00
2026-04-13T18:45:37+08:00,15.5,BuildHead,182.00,504.95,918.95,S,20,0,0,0.00,0.00
2026-04-13T18:45:38+08:00,16.6,BuildHead,181.00,505.01,846.92,S,5,0,0,0.00,0.00
2026-04-13T18:45:39+08:00,17.6,BuildHead,180.00,505.07,998.99,S,2,0,0,0.00,0.00
2026-04-13T18:45:40+08:00,18.7,BuildHead,180.00,505.32,942.96,S,2,0,0,0.00,0.00
2026-04-13T18:45:41+08:00,19.8,BuildHead,179.00,505.41,806.90,S,2,0,0,0.00,0.00
2026-04-13T18:45:42+08:00,20.8,BuildHead,178.00,505.41,862.93,S,3,0,0,0.00,0.00
2026-04-13T18:45:43+08:00,21.9,BuildHead,178.00,505.43,886.94,S,3,0,0,0.00,0.00
2026-04-13T18:45:44+08:00,23.0,BuildHead,177.00,505.48,830.91,S,3,0,0,0.00,0.00
2026-04-13T18:45:45+08:00,24.1,BuildHead,177.00,505.67,942.96,S,2,0,0,0.00,0.00
2026-04-13T18:45:46+08:00,25.1,BuildHead,177.00,505.68,830.91,S,3,0,0,0.00,0.00
2026-04-13T18:45:47+08:00,26.2,BuildHead,177.00,505.67,848.42,S,4,0,0,0.00,0.00
2026-04-13T18:45:48+08:00,27.3,BuildHead,176.00,505.79,904.45,S,3,0,0,0.00,0.00
2026-04-13T18:45:50+08:00,28.4,BuildHead,176.00,505.89,848.42,S,3,0,0,0.00,0.00
2026-04-13T18:45:51+08:00,29.4,BuildHead,176.00,506.02,808.40,S,2,0,0,0.00,0.00
2026-04-13T18:45:52+08:00,30.5,BuildHead,175.00,506.02,848.42,S,2,0,0,0.00,0.00
2026-04-13T18:45:53+08:00,31.6,BuildHead,175.00,505.96,992.49,S,3,0,0,0.00,0.00
2026-04-13T18:45:54+08:00,32.6,BuildHead,175.00,506.02,984.48,S,3,0,0,0.00,0.00
2026-04-13T18:45:55+08:00,33.7,BuildHead,175.00,506.14,1000.49,S,4,0,0,0.00,0.00
2026-04-13T18:45:56+08:00,34.8,BuildHead,175.00,506.36,808.40,S,4,0,0,0.00,0.00
2026-04-13T18:45:57+08:00,35.8,BuildHead,175.00,506.25,976.48,S,3,0,0,0.00,0.00
2026-04-13T18:45:58+08:00,36.9,BuildHead,174.00,506.35,1032.51,S,4,0,0,0.00,0.00
2026-04-13T18:45:59+08:00,38.0,BuildHead,174.00,506.51,856.42,S,2,0,0,0.00,0.00
2026-04-13T18:46:00+08:00,39.1,BuildHead,174.00,506.42,808.40,S,3,0,0,0.00,0.00
2026-04-13T18:46:01+08:00,40.1,BuildHead,174.00,506.49,872.43,S,3,0,0,0.00,0.00
2026-04-13T18:46:02+08:00,41.2,BuildHead,174.00,506.71,960.47,S,2,0,0,0.00,0.00
2026-04-13T18:46:03+08:00,42.3,BuildHead,174.00,506.78,808.40,S,3,0,0,0.00,0.00
2026-04-13T18:46:05+08:00,43.4,BuildHead,174.00,506.80,888.44,S,3,0,0,0.00,0.00
2026-04-13T18:46:06+08:00,44.5,BuildHead,173.00,506.73,944.46,S,3,0,0,0.00,0.00
2026-04-13T18:46:07+08:00,45.5,BuildHead,173.00,506.79,928.46,S,3,0,0,0.00,0.00
2026-04-13T18:46:08+08:00,46.6,BuildHead,173.00,506.86,904.45,S,3,0,0,0.00,0.00
2026-04-13T18:46:09+08:00,47.7,BuildHead,173.00,507.06,936.46,S,4,0,0,0.00,0.00
2026-04-13T18:46:10+08:00,48.7,BuildHead,173.00,507.05,896.44,S,5,0,0,0.00,0.00
2026-04-13T18:46:11+08:00,49.8,BuildHead,173.00,507.23,816.40,S,3,0,0,0.00,0.00
2026-04-13T18:46:12+08:00,50.9,BuildHead,173.00,507.11,1035.51,S,3,0,0,0.00,0.00
2026-04-13T18:46:13+08:00,51.9,BuildHead,173.00,507.28,1035.51,S,3,0,0,0.00,0.00
2026-04-13T18:46:14+08:00,53.0,BuildHead,173.00,507.41,875.43,S,3,0,0,0.00,0.00
2026-04-13T18:46:15+08:00,54.1,BuildHead,173.00,507.29,995.49,S,2,0,0,0.00,0.00
2026-04-13T18:46:16+08:00,55.2,BuildHead,173.00,507.45,979.48,S,2,0,0,0.00,0.00
2026-04-13T18:46:17+08:00,56.2,BuildHead,172.00,507.45,1011.50,S,3,0,0,0.00,0.00
2026-04-13T18:46:18+08:00,57.3,BuildHead,172.00,507.59,923.45,S,2,0,0,0.00,0.00
2026-04-13T18:46:20+08:00,58.4,BuildHead,172.00,507.70,899.44,S,3,0,0,0.00,0.00
2026-04-13T18:46:21+08:00,59.5,BuildHead,172.00,507.68,1003.49,S,3,0,0,0.00,0.00
2026-04-13T18:46:22+08:00,60.5,BuildHead,172.00,507.71,843.41,S,3,0,0,0.00,0.00
2026-04-13T18:46:23+08:00,61.6,BuildHead,172.00,507.82,811.40,S,5,0,0,0.00,0.00
2026-04-13T18:46:24+08:00,62.7,BuildHead,172.00,507.95,835.41,S,3,0,0,0.00,0.00
2026-04-13T18:46:25+08:00,63.7,BuildHead,172.00,507.93,811.40,S,4,0,0,0.00,0.00
2026-04-13T18:46:26+08:00,64.8,BuildHead,172.00,508.07,851.42,S,3,0,0,0.00,0.00
2026-04-13T18:46:27+08:00,65.9,BuildHead,172.00,508.12,1003.49,S,3,0,0,0.00,0.00
2026-04-13T18:46:28+08:00,66.9,BuildHead,172.00,508.00,947.46,S,3,0,0,0.00,0.00
2026-04-13T18:46:29+08:00,68.0,BuildHead,172.00,508.16,899.44,S,2,0,0,0.00,0.00
2026-04-13T18:46:30+08:00,69.1,BuildHead,172.00,508.23,843.41,S,3,0,0,0.00,0.00
2026-04-13T18:46:31+08:00,70.1,BuildHead,172.00,508.39,883.43,S,3,0,0,0.00,0.00
2026-04-13T18:46:32+08:00,71.2,BuildHead,172.00,508.24,1003.49,S,3,0,0,0.00,0.00
2026-04-13T18:46:33+08:00,72.3,BuildHead,172.00,508.34,811.40,S,3,0,0,0.00,0.00
2026-04-13T18:46:34+08:00,73.3,BuildHead,172.00,508.46,811.40,S,4,0,0,0.00,0.00
2026-04-13T18:46:36+08:00,74.4,BuildHead,172.00,508.59,899.44,S,2,0,0,0.00,0.00
2026-04-13T18:46:37+08:00,75.4,BuildHead,172.00,508.50,1011.50,S,2,0,0,0.00,0.00
2026-04-13T18:46:38+08:00,76.5,BuildHead,172.00,508.57,883.43,S,3,0,0,0.00,0.00
2026-04-13T18:46:39+08:00,77.6,BuildHead,172.00,508.73,835.41,S,3,0,0,0.00,0.00
2026-04-13T18:46:40+08:00,78.6,BuildHead,172.00,508.88,931.46,S,3,0,0,0.00,0.00
2026-04-13T18:46:41+08:00,79.7,BuildHead,172.00,508.87,827.41,S,3,0,0,0.00,0.00
2026-04-13T18:46:42+08:00,80.8,BuildHead,172.00,508.95,819.40,S,3,0,0,0.00,0.00
2026-04-13T18:46:43+08:00,81.8,BuildHead,172.00,508.92,811.40,S,3,0,0,0.00,0.00
