sample_start_ns,sample_end_ns,cpu_idle_percent,cpu_iowait_percent,total_jiffies_delta,idle_jiffies_delta,iowait_jiffies_delta
214175739822731,214175841727727,39.375000,1.250000,160,63,2
214175841727727,214175942912573,36.645963,0.000000,161,59,0
214175942912573,214176045412057,43.750000,0.000000,160,70,0
214176045412057,214176147723922,47.826087,0.000000,161,77,0
214176147723922,214176250062074,45.625000,0.000000,160,73,0
214176250062074,214176352101473,43.292683,0.000000,164,71,0
214176352101473,214176454852882,38.993711,0.628931,159,62,1
214176454852882,214176556893527,36.250000,0.000000,160,58,0
214176556893527,214176659456754,37.267081,0.000000,161,60,0
214176659456754,214176761723410,34.567901,0.000000,162,56,0
214176761723410,214176863743815,32.298137,0.000000,161,52,0
214176863743815,214176966160602,31.481481,0.000000,162,51,0
214176966160602,214177069312421,37.888199,0.000000,161,61,0
214177069312421,214177171564636,40.625000,0.000000,160,65,0
214177171564636,214177274039726,38.271605,0.000000,162,62,0
214177274039726,214177376062053,35.403727,0.000000,161,57,0
214177376062053,214177478277914,42.592593,0.000000,162,69,0
214177478277914,214177580438973,45.283019,0.000000,159,72,0
214177580438973,214177682630653,43.827160,0.000000,162,71,0
214177682630653,214177785078100,43.750000,0.000000,160,70,0
214177785078100,214177887526737,36.024845,0.000000,161,58,0
214177887526737,214177989982617,41.104294,0.000000,163,67,0
214177989982617,214178092040184,48.427673,0.000000,159,77,0
214178092040184,214178194231222,47.826087,0.000000,161,77,0
214178194231222,214178295883190,26.060606,0.000000,165,43,0
214178295883190,214178401450024,1.204819,0.000000,166,2,0
214178401450024,214178505060706,4.216867,0.000000,166,7,0
214178505060706,214178610392020,3.571429,0.595238,168,6,1
214178610392020,214178712609049,4.268293,0.000000,164,7,0
214178712609049,214178814970474,32.515337,0.000000,163,53,0
214178814970474,214178917555847,6.790123,0.000000,162,11,0
214178917555847,214179019890066,30.674847,0.000000,163,50,0
214179019890066,214179122025510,47.826087,0.000000,161,77,0
214179122025510,214179224054710,47.826087,0.000000,161,77,0
214179224054710,214179326051764,45.000000,0.000000,160,72,0
214179326051764,214179428199764,34.567901,0.000000,162,56,0
214179428199764,214179531149487,36.250000,0.000000,160,58,0
214179531149487,214179634249312,30.061350,0.000000,163,49,0
214179634249312,214179736489670,28.571429,0.621118,161,46,1
214179736489670,214179837482233,22.641509,0.000000,159,36,0
214179837482233,214179939996657,27.500000,0.000000,160,44,0
214179939996657,214180042829981,29.192547,0.000000,161,47,0
214180042829981,214180145092578,37.500000,0.000000,160,60,0
214180145092578,214180247318207,39.130435,0.000000,161,63,0
214180247318207,214180348683025,37.735849,0.000000,159,60,0
214180348683025,214180451078036,32.298137,0.000000,161,52,0
214180451078036,214180553454958,38.509317,0.000000,161,62,0
214180553454958,214180655836580,44.099379,0.621118,161,71,1
214180655836580,214180758084377,40.123457,0.000000,162,65,0
214180758084377,214180860506958,35.000000,1.875000,160,56,3
214180860506958,214180962832108,39.375000,0.000000,160,63,0
214180962832108,214181065070088,46.625767,0.000000,163,76,0
214181065070088,214181167158435,48.125000,0.000000,160,77,0
214181167158435,214181269405119,45.061728,0.000000,162,73,0
214181269405119,214181371052333,42.500000,0.000000,160,68,0
214181371052333,214181473107074,38.509317,0.000000,161,62,0
